Freq.	V(n002)/V(n006)
1.00000000000000e+003,3.47668876537622e+001,-8.89499456434184e+001
1.00695555005672e+003,3.47067019478708e+001,-8.89426435820659e+001
1.01395947979003e+003,3.46465165251656e+001,-8.89352907654007e+001
1.02101212570719e+003,3.45863313895971e+001,-8.89278868411170e+001
1.02811382665607e+003,3.45261465451708e+001,-8.89204314544739e+001
1.03526492384138e+003,3.44659619959480e+001,-8.89129242482787e+001
1.04246576084112e+003,3.44057777460466e+001,-8.89053648628699e+001
1.04971668362307e+003,3.43455937996419e+001,-8.88977529361007e+001
1.05701804056138e+003,3.42854101609675e+001,-8.88900881033218e+001
1.06437018245336e+003,3.42252268343158e+001,-8.88823699973647e+001
1.07177346253629e+003,3.41650438240394e+001,-8.88745982485241e+001
1.07922823650443e+003,3.41048611345512e+001,-8.88667724845408e+001
1.08673486252606e+003,3.40446787703258e+001,-8.88588923305844e+001
1.09429370126074e+003,3.39844967359000e+001,-8.88509574092357e+001
1.10190511587661e+003,3.39243150358740e+001,-8.88429673404692e+001
1.10956947206785e+003,3.38641336749121e+001,-8.88349217416348e+001
1.11728713807222e+003,3.38039526577436e+001,-8.88268202274410e+001
1.12505848468881e+003,3.37437719891635e+001,-8.88186624099361e+001
1.13288388529580e+003,3.36835916740339e+001,-8.88104478984900e+001
1.14076371586843e+003,3.36234117172845e+001,-8.88021762997770e+001
1.14869835499704e+003,3.35632321239138e+001,-8.87938472177563e+001
1.15668818390529e+003,3.35030528989898e+001,-8.87854602536543e+001
1.16473358646846e+003,3.34428740476514e+001,-8.87770150059460e+001
1.17283494923188e+003,3.33826955751087e+001,-8.87685110703359e+001
1.18099266142953e+003,3.33225174866447e+001,-8.87599480397395e+001
1.18920711500272e+003,3.32623397876161e+001,-8.87513255042646e+001
1.19747870461893e+003,3.32021624834538e+001,-8.87426430511918e+001
1.20580782769076e+003,3.31419855796648e+001,-8.87339002649557e+001
1.21419488439505e+003,3.30818090818327e+001,-8.87250967271253e+001
1.22264027769207e+003,3.30216329956187e+001,-8.87162320163850e+001
1.23114441334492e+003,3.29614573267631e+001,-8.87073057085147e+001
1.23970769993899e+003,3.29012820810861e+001,-8.86983173763703e+001
1.24833054890162e+003,3.28411072644890e+001,-8.86892665898640e+001
1.25701337452183e+003,3.27809328829553e+001,-8.86801529159443e+001
1.26575659397028e+003,3.27207589425517e+001,-8.86709759185760e+001
1.27456062731927e+003,3.26605854494297e+001,-8.86617351587199e+001
1.28342589756291e+003,3.26004124098263e+001,-8.86524301943127e+001
1.29235283063750e+003,3.25402398300653e+001,-8.86430605802466e+001
1.30134185544194e+003,3.24800677165588e+001,-8.86336258683486e+001
1.31039340385837e+003,3.24198960758080e+001,-8.86241256073600e+001
1.31950791077290e+003,3.23597249144048e+001,-8.86145593429153e+001
1.32868581409652e+003,3.22995542390329e+001,-8.86049266175218e+001
1.33792755478612e+003,3.22393840564689e+001,-8.85952269705379e+001
1.34723357686570e+003,3.21792143735839e+001,-8.85854599381523e+001
1.35660432744768e+003,3.21190451973448e+001,-8.85756250533627e+001
1.36604025675440e+003,3.20588765348153e+001,-8.85657218459542e+001
1.37554181813975e+003,3.19987083931576e+001,-8.85557498424775e+001
1.38510946811093e+003,3.19385407796336e+001,-8.85457085662275e+001
1.39474366635041e+003,3.18783737016063e+001,-8.85355975372216e+001
1.40444487573800e+003,3.18182071665413e+001,-8.85254162721769e+001
1.41421356237310e+003,3.17580411820079e+001,-8.85151642844890e+001
1.42405019559708e+003,3.16978757556810e+001,-8.85048410842092e+001
1.43395524801583e+003,3.16377108953424e+001,-8.84944461780220e+001
1.44392919552250e+003,3.15775466088820e+001,-8.84839790692229e+001
1.45397251732032e+003,3.15173829042997e+001,-8.84734392576956e+001
1.46408569594563e+003,3.14572197897068e+001,-8.84628262398890e+001
1.47426921729111e+003,3.13970572733273e+001,-8.84521395087944e+001
1.48452357062906e+003,3.13368953634999e+001,-8.84413785539222e+001
1.49484924863495e+003,3.12767340686793e+001,-8.84305428612790e+001
1.50524674741107e+003,3.12165733974377e+001,-8.84196319133439e+001
1.51571656651041e+003,3.11564133584668e+001,-8.84086451890450e+001
1.52625920896057e+003,3.10962539605792e+001,-8.83975821637358e+001
1.53687518128802e+003,3.10360952127101e+001,-8.83864423091713e+001
1.54756499354240e+003,3.09759371239192e+001,-8.83752250934843e+001
1.55832915932101e+003,3.09157797033920e+001,-8.83639299811608e+001
1.56916819579351e+003,3.08556229604421e+001,-8.83525564330162e+001
